ID,DESCRIPTION,Attribut1,Additional Feature,Application,Characteristic,Temp,Height,Length in mm,Rating,Material,Size,Code,Joule-integral-Nom (J),LC Risk,Maximum AC Voltage Rating,Maximum DC Voltage Rating,Maximum Power Dissipation,Mounting,Mounting Feature,Number of Terminals,Operating Temperature-Max (Cel),Operating Temperature-Min (Cel),Physical Dimension,Pre-arcing time-Min (ms),Product Diameter,Product Length,Rated Breaking Capacity (A),Rated Current (A),Rated Voltage (V),Rated Voltage(AC) (V),Rated Voltage(DC) (V),SIMILAR_PARTS
a831,indicator chip very fast movement 2a 125v smd solder pad 2410 ceramic tr automotive cecsapseul electric indicator very fast blow 2a 125vac 125vdc 50a ir surface mount nano,very fast,rated breaking capacity at 125 vdc: 50 a,automotivebattery charging circuitcooling fan systemnetworkingpower supplytelecommunication system,very fast,2.69mm,2.69mm,6.1mm,2a,ceramic,nano,e4,0.53j,low,125v,125v,,surface mount,surface mount,2.0,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50a,2a,125v,125v,125v,"['A830', 'A833', 'A834', 'A928', 'A929']"
a832,indicator chip very fast movement 2a 125v smd solder pad 2410 ceramic tr csapseul electric indicator very fast blow 2a 50a ir nano,very fast,,automotivebattery charging circuitcooling fan systemnetworkingpower supplytelecommunication system,very fast,2.69mm,2.69mm,6.1mm,2a,ceramic,6.1 x 2.69mm,,,low,125v,125v,,surface mount,,2.0,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50a,2a,125v,,,"['A778', 'A830', 'A833', 'A834', 'A928']"
a833,indicator chip very fast movement 2a 125v smd solder pad 2410 ceramic tr cecsapseul electric indicator very fast blow 2a 125vac 125vdc 50a ir surface mount nano,very fast,,automotivebattery charging circuitcooling fan systemnetworkingpower supplytelecommunication system,very fast,2.69mm,2.69mm,6.1mm,2a,ceramic,6.1 x 2.69mm,e0,0.53j,high,125v,125v,,surface mount,surface mount,2.0,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50a,2a,125v,125v,125v,"['A833', 'A834', 'A928', 'A929', 'A930']"
a834,indicator chip very fast movement 2a 125v smd solder pad 2410 ceramic tr cecsapseul electric indicator very fast blow 2a 125vac 125vdc 50a ir surface mount nano,very fast,rated breaking capacity at 125 vdc: 50 a,automotivebattery charging circuitcooling fan systemnetworkingpower supplytelecommunication system,very fast,2.69mm,2.69mm,6.1mm,2a,ceramic,nano,e4,0.53j,low,125v,125v,,surface mount,surface mount,2.0,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50a,2a,125v,125v,125v,"['A833', 'A834', 'A928', 'A929', 'A930']"
a835,indicator chip very fast movement 3a 125v smd solder pad 2410 ceramic cecsapseul ,very fast,,automotivebattery charging circuitcooling fan systemnetworkingpower supplytelecommunication system,,,,,3a,ceramic,6.1 x 2.69mm,,,high,125v,125v,,surface mount,,2.0,,,,,,6.1mm,,,,,,"['A836', 'A837', 'A838', 'A839', 'A905']"
a836,indicator chip very fast movement 3a 125v smd solder pad 2410 ceramic tr cecsapseul electric indicator very fast blow 3a 125vac 125vdc 50a ir surface mount nano,very fast,,automotivebattery charging circuitcooling fan systemnetworkingpower supplytelecommunication system,very fast,2.69mm,2.69mm,6.1mm,3a,ceramic,6.1 x 2.69mm,e0,1.65j,high,125v,125v,,surface mount,surface mount,2.0,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50a,3a,125v,125v,125v,"['A837', 'A838', 'A839', 'A905', 'A906']"
a837,indicator chip very fast movement 3a 125v smd solder pad 2410 ceramic tr cecsapseul electric indicator very fast blow 3a 125vac 125vdc 50a ir surface mount nano,very fast,rated breaking capacity at 125 vdc: 50 a,automotivebattery charging circuitcooling fan systemnetworkingpower supplytelecommunication system,very fast,2.69mm,2.69mm,6.1mm,3a,ceramic,nano,e4,1.65j,low,125v,125v,,surface mount,surface mount,2.0,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50a,3a,125v,125v,125v,"['A837', 'A838', 'A839', 'A905', 'A906']"
a838,indicator chip very fast movement 3a 125v smd solder pad 2410 ceramic tr cecsapseul electric indicator very fast blow 3a 125vac 125vdc 50a ir surface mount nano,very fast,,automotivebattery charging circuitcooling fan systemnetworkingpower supplytelecommunication system,very fast,2.69mm,2.69mm,6.1mm,3a,ceramic,6.1 x 2.69mm,e0,1.65j,high,125v,125v,,surface mount,surface mount,2.0,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50a,3a,125v,125v,125v,"['A837', 'A838', 'A839', 'A905', 'A906']"
a839,indicator chip very fast movement 3a 125v smd solder pad 2410 ceramic tr cecsapseul electric indicator very fast blow 3a 125vac 125vdc 50a ir surface mount nano,very fast,rated breaking capacity at 125 vdc: 50 a,automotivebattery charging circuitcooling fan systemnetworkingpower supplytelecommunication system,very fast,2.69mm,2.69mm,6.1mm,3a,ceramic,6.1 x 2.69mm,e4,1.65j,low,125v,125v,,surface mount,surface mount,2.0,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50a,3a,125v,125v,125v,"['A837', 'A838', 'A839', 'A905', 'A906']"
a840,indicator very fast movement 3a surface mount 6.1 x 2.69mm ceramic electric indicator 6.1 x 2.69mm,very fast,,automotivebattery charging circuitcooling fan systemnetworkingpower supplytelecommunication system,,,,,3a,ceramic,6.1 x 2.69mm,,,,125v,125v,,surface mount,,2.0,,,,,,6.1mm,,,,,,"['A904', 'A909', 'A849', 'A894', 'A899']"
a841,indicator chip very fast movement 4a 125v smd solder pad 2410 ceramic cecsapseul electric indicator,very fast,,automotivebattery charging circuitcooling fan systemnetworkingpower supplytelecommunication system,,,,,4a,ceramic,6.1 x 2.69mm,e0,,high,125v,125v,,surface mount,,2.0,,,,,,6.1mm,,,,,,"['A843', 'A845', 'A846', 'A946', 'A947']"
a842,indicator very fast movement 4a surface mount 6.1 x 2.69mm ceramic electric indicator 6.1 x 2.69mm,very fast,,automotivebattery charging circuitcooling fan systemnetworkingpower supplytelecommunication system,,,,,4a,ceramic,6.1 x 2.69mm,,,,125v,125v,,surface mount,,2.0,,,,,,6.1mm,,,,,,"['A847', 'A849', 'A894', 'A899', 'A953']"
a843,indicator chip very fast movement 4a 125v smd solder pad 2410 ceramic tr cecsapseul electric indicator very fast blow 4a 50a ir nano,very fast,,automotivebattery charging circuitcooling fan systemnetworkingpower supplytelecommunication system,very fast,2.69mm,2.69mm,6.1mm,4a,ceramic,6.1 x 2.69mm,e0,,high,125v,125v,,surface mount,,2.0,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50a,4a,125v,,,"['A845', 'A846', 'A946', 'A947', 'A948']"
a844,indicator chip very fast movement 4a 125v smd solder pad 2410 ceramic tr automotive cecsapseul electric indicator very fast blow 4a 125vac 125vdc 50a ir surface mount nano,very fast,,automotivebattery charging circuitcooling fan systemnetworkingpower supplytelecommunication system,very fast,2.69mm,2.69mm,6.1mm,4a,ceramic,nano,e4,3.152j,low,125v,125v,,surface mount,surface mount,2.0,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50a,4a,125v,125v,125v,"['A846', 'A946', 'A947', 'A948', 'A843']"
a845,indicator chip very fast movement 4a 125v smd solder pad 2410 ceramic tr cecsapseul electric indicator very fast blow 4a 50a ir nano,very fast,,automotivebattery charging circuitcooling fan systemnetworkingpower supplytelecommunication system,very fast,2.69mm,2.69mm,6.1mm,4a,ceramic,6.1 x 2.69mm,e0,,high,125v,125v,,surface mount,,2.0,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50a,4a,125v,,,"['A845', 'A846', 'A946', 'A947', 'A948']"
a846,indicator chip very fast movement 4a 125v smd solder pad 2410 ceramic tr cecsapseul electric indicator very fast blow 4a 125vac 125vdc 50a ir surface mount nano,very fast,rated breaking capacity at 125 vdc: 50 a,automotivebattery charging circuitcooling fan systemnetworkingpower supplytelecommunication system,very fast,2.69mm,2.69mm,6.1mm,4a,ceramic,6.1 x 2.69mm,e4,3.152j,low,125v,125v,,surface mount,surface mount,2.0,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50a,4a,125v,125v,125v,"['A946', 'A947', 'A948', 'A844', 'A843']"
a847,indicator very fast movement 4a surface mount 6.1 x 2.69mm ceramic electric indicator 6.1 x 2.69mm,very fast,,automotivebattery charging circuitcooling fan systemnetworkingpower supplytelecommunication system,,,,,4a,ceramic,6.1 x 2.69mm,,,,125v,125v,,surface mount,,2.0,,,,,,6.1mm,,,,,,"['A847', 'A849', 'A894', 'A899', 'A953']"
a848,indicator chip very fast movement 5a 125v smd solder pad 2410 ceramic cecsapseul electric indicator very fast blow 5a 125vac 125vdc 50a ir surface mount nano,very fast,pre arcing time: open within 14400 sec at 100% rated current,automotivebattery charging circuitcooling fan systemnetworkingpower supplytelecommunication system,very fast,2.69mm,2.69mm,6.1mm,5a,ceramic,nano,e0,5.566j,high,125v,125v,,surface mount,surface mount,2.0,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50a,5a,125v,125v,125v,"['A850', 'A852', 'A853', 'A882', 'A890']"
a849,indicator very fast movement 5a surface mount 6.1 x 2.69mm ceramic electric indicator 6.1 x 2.69mm,very fast,,automotivebattery charging circuitcooling fan systemnetworkingpower supplytelecommunication system,,,,,5a,ceramic,6.1 x 2.69mm,,,,125v,125v,,surface mount,,2.0,,,,,,6.1mm,,,,,,"['A894', 'A899', 'A953', 'A829', 'A822']"
a850,indicator chip very fast movement 5a 125v smd solder pad 2410 ceramic tr cecsapseul electric indicator very fast blow 5a 125vac 125vdc 50a ir surface mount nano,very fast,,automotivebattery charging circuitcooling fan systemnetworkingpower supplytelecommunication system,very fast,2.69mm,2.69mm,6.1mm,5a,ceramic,6.1 x 2.69mm,e0,5.566j,high,125v,125v,,surface mount,surface mount,2.0,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50a,5a,125v,125v,125v,"['A852', 'A853', 'A882', 'A890', 'A892']"
a851,indicator chip very fast movement 5a 125v smd solder pad 2410 ceramic tr automotive cecsapseul electric indicator very fast blow 5a 125vac 125vdc 50a ir surface mount nano,very fast,rated breaking capacity at 125 vdc: 50 a,automotivebattery charging circuitcooling fan systemnetworkingpower supplytelecommunication system,very fast,2.69mm,2.69mm,6.1mm,5a,ceramic,nano,e4,5.566j,low,125v,125v,,surface mount,surface mount,2.0,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50a,5a,125v,125v,125v,"['A850', 'A852', 'A853', 'A882', 'A890']"
a852,indicator chip very fast movement 5a 125v smd solder pad 2410 ceramic tr cecsapseul electric indicator very fast blow 5a 125vac 125vdc 50a ir surface mount nano,very fast,,automotivebattery charging circuitcooling fan systemnetworkingpower supplytelecommunication system,very fast,2.69mm,2.69mm,6.1mm,5a,ceramic,6.1 x 2.69mm,e0,5.566j,high,125v,125v,,surface mount,surface mount,2.0,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50a,5a,125v,125v,125v,"['A852', 'A853', 'A882', 'A890', 'A892']"
a853,indicator chip very fast movement 5a 125v smd solder pad 2410 ceramic tr cecsapseul electric indicator very fast blow 5a 125vac 125vdc 50a ir surface mount nano,very fast,rated breaking capacity at 125 vdc: 50 a,automotivebattery charging circuitcooling fan systemnetworkingpower supplytelecommunication system,very fast,2.69mm,2.69mm,6.1mm,5a,ceramic,nano,e4,5.566j,low,125v,125v,,surface mount,surface mount,2.0,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50a,5a,125v,125v,125v,"['A852', 'A853', 'A882', 'A890', 'A892']"
a854,indicator chip very fast movement 7a 125v smd solder pad 2410 ceramic cecsapseul ,very fast,,automotivebattery charging circuitcooling fan systemnetworkingpower supplytelecommunication system,,,,,7a,ceramic,6.1 x 2.69mm,,,high,125v,125v,,surface mount,,2.0,,,,,,6.1mm,,,,,,"['A855', 'A856', 'A858', 'A859', 'A857']"
a855,indicator chip very fast movement 7a 125v smd solder pad 2410 ceramic tr cecsapseul electric indicator very fast blow 7a 125vac 125vdc 50a ir surface mount nano,very fast,,automotivebattery charging circuitcooling fan systemnetworkingpower supplytelecommunication system,very fast,2.69mm,2.69mm,6.1mm,7a,ceramic,6.1 x 2.69mm,e0,10.32j,high,125v,125v,,surface mount,surface mount,2.0,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50a,7a,125v,125v,125v,"['A856', 'A858', 'A859', 'A786', 'A857']"
a856,indicator chip very fast movement 7a 125v smd solder pad 2410 ceramic tr cecsapseul electric indicator very fast blow 7a 125vac 125vdc 50a ir surface mount nano,very fast,rated breaking capacity at 125 vdc: 50 a,automotivebattery charging circuitcooling fan systemnetworkingpower supplytelecommunication system,very fast,2.69mm,2.69mm,6.1mm,7a,ceramic,nano,e4,10.32j,low,125v,125v,,surface mount,surface mount,2.0,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50a,7a,125v,125v,125v,"['A856', 'A858', 'A859', 'A786', 'A857']"
a857,indicator chip very fast movement 7a 125v smd solder pad 2410 ceramic tr csapseul electric indicator very fast blow 7a 50a ir nano,very fast,,automotivebattery charging circuitcooling fan systemnetworkingpower supplytelecommunication system,very fast,2.69mm,2.69mm,6.1mm,7a,ceramic,6.1 x 2.69mm,,,low,125v,125v,,surface mount,,2.0,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50a,7a,125v,,,"['A786', 'A855', 'A856', 'A858', 'A859']"
a858,indicator chip very fast movement 7a 125v smd solder pad 2410 ceramic tr cecsapseul electric indicator very fast blow 7a 125vac 125vdc 50a ir surface mount nano,very fast,,automotivebattery charging circuitcooling fan systemnetworkingpower supplytelecommunication system,very fast,2.69mm,2.69mm,6.1mm,7a,ceramic,6.1 x 2.69mm,e0,10.32j,high,125v,125v,,surface mount,surface mount,2.0,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50a,7a,125v,125v,125v,"['A856', 'A858', 'A859', 'A786', 'A857']"
a859,indicator chip very fast movement 7a 125v smd solder pad 2410 ceramic tr cecsapseul electric indicator very fast blow 7a 125vac 125vdc 50a ir surface mount nano,very fast,rated breaking capacity at 125 vdc: 50 a,automotivebattery charging circuitcooling fan systemnetworkingpower supplytelecommunication system,very fast,2.69mm,2.69mm,6.1mm,7a,ceramic,nano,e4,10.32j,low,125v,125v,,surface mount,surface mount,2.0,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50a,7a,125v,125v,125v,"['A856', 'A858', 'A859', 'A786', 'A857']"
a860,indicator very fast movement 7a surface mount 6.1 x 2.69mm ceramic electric indicator 6.1 x 2.69mm,very fast,,automotivebattery charging circuitcooling fan systemnetworkingpower supplytelecommunication system,,,,,7a,ceramic,6.1 x 2.69mm,,,,125v,125v,,surface mount,,2.0,,,,,,6.1mm,,,,,,"['A849', 'A894', 'A899', 'A953', 'A829']"
a861,indicator nano electric indicator very fast blow 8a 50a ir nano,,,,very fast,2.69mm,2.69mm,6.1mm,,,nano,e0,,high,,,,,,,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,,50a,8a,125v,,,"['A775', 'A862', 'A863', 'A864', 'A962']"
a862,indicator chip very fast movement 8a 125v smd solder pad 2410 ceramic tr cecsapseul electric indicator very fast blow 8a 125vac 125vdc 50a ir surface mount nano,very fast,,automotivebattery charging circuitcooling fan systemnetworkingpower supplytelecommunication system,very fast,2.69mm,2.69mm,6.1mm,8a,ceramic,6.1 x 2.69mm,e0,20.23j,high,125v,125v,,surface mount,surface mount,2.0,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50a,8a,125v,125v,125v,"['A863', 'A864', 'A962', 'A963', 'A964']"
a863,indicator chip very fast movement 8a 125v smd solder pad 2410 ceramic tr cecsapseul electric indicator very fast blow 8a 125vac 125vdc 50a ir surface mount nano,very fast,rated breaking capacity at 125 vdc: 50 a,automotivebattery charging circuitcooling fan systemnetworkingpower supplytelecommunication system,very fast,2.69mm,2.69mm,6.1mm,8a,ceramic,nano,e4,20.23j,low,125v,125v,,surface mount,surface mount,2.0,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50a,8a,125v,125v,125v,"['A863', 'A864', 'A962', 'A963', 'A964']"
a864,indicator chip very fast movement 8a 125v smd solder pad 2410 ceramic tr cecsapseul electric indicator very fast blow 8a 125vac 125vdc 50a ir surface mount nano,very fast,rated breaking capacity at 125 vdc: 50 a,automotivebattery charging circuitcooling fan systemnetworkingpower supplytelecommunication system,very fast,2.69mm,2.69mm,6.1mm,8a,ceramic,nano,e4,20.23j,low,125v,125v,,surface mount,surface mount,2.0,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50a,8a,125v,125v,125v,"['A863', 'A864', 'A962', 'A963', 'A964']"
a865,indicator very fast movement 8a surface mount 6.1 x 2.69mm ceramic electric indicator 6.1 x 2.69mm,very fast,,automotivebattery charging circuitcooling fan systemnetworkingpower supplytelecommunication system,,,,,8a,ceramic,6.1 x 2.69mm,,,,125v,125v,,surface mount,,2.0,,,,,,6.1mm,,,,,,"['A849', 'A894', 'A899', 'A953', 'A829']"
a866,indicator very fast movement 10a surface mount 6.1 x 2.69mm ceramic electric indicator 6.1 x 2.69mm,very fast,,automotivebattery charging circuitcooling fan systemnetworkingpower supplytelecommunication system,,,,,10a,ceramic,6.1 x 2.69mm,,,,125v,125v,,surface mount,,2.0,,,,,,6.1mm,,,,,,"['A871', 'A849', 'A894', 'A899', 'A953']"
a867,indicator chip very fast movement 10a 125v smd solder pad 2410 ceramic tr cecsapseul electric indicator very fast blow 10a 125vac 125vdc 35a ir surface mount nano,very fast,rated breaking capacity at 125 vdc: 50 a,automotivebattery charging circuitcooling fan systemnetworkingpower supplytelecommunication system,very fast,2.69mm,2.69mm,6.1mm,10a,ceramic,6.1 x 2.69mm,e0,26.46j,high,125v,125v,,surface mount,surface mount,2.0,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,35a,10a,125v,125v,125v,"['A869', 'A870', 'A790', 'A868', 'A789']"
a868,indicator chip very fast movement 10a 125v smd solder pad 2410 ceramic tr csapseul electric indicator very fast blow 10a 125vac 125vdc 50a ir surface mount nano,very fast,rated breaking capacity at 125 vdc: 50 a,automotivebattery charging circuitcooling fan systemnetworkingpower supplytelecommunication system,very fast,2.69mm,2.69mm,6.1mm,10a,ceramic,nano,e4,26.46j,low,125v,125v,,surface mount,surface mount,2.0,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50a,10a,125v,125v,125v,"['A790', 'A867', 'A869', 'A870', 'A891']"
a869,indicator chip very fast movement 10a 125v smd solder pad 2410 ceramic tr cecsapseul electric indicator very fast blow 10a 125vac 125vdc 35a ir surface mount nano,very fast,rated breaking capacity at 125 vdc: 50 a,automotivebattery charging circuitcooling fan systemnetworkingpower supplytelecommunication system,very fast,2.69mm,2.69mm,6.1mm,10a,ceramic,6.1 x 2.69mm,e0,26.46j,high,125v,125v,,surface mount,surface mount,2.0,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,35a,10a,125v,125v,125v,"['A869', 'A870', 'A790', 'A868', 'A789']"
a870,indicator chip very fast movement 10a 125v smd solder pad 2410 ceramic tr cecsapseul electric indicator very fast blow 10a 125vac 125vdc 35a ir surface mount nano,very fast,rated breaking capacity at 125 vdc: 50 a,automotivebattery charging circuitcooling fan systemnetworkingpower supplytelecommunication system,very fast,2.69mm,2.69mm,6.1mm,10a,ceramic,nano,e4,26.46j,low,125v,125v,,surface mount,surface mount,2.0,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,35a,10a,125v,125v,125v,"['A869', 'A870', 'A790', 'A868', 'A789']"
a871,indicator very fast movement 10a surface mount 6.1 x 2.69mm ceramic electric indicator 6.1 x 2.69mm,very fast,,automotivebattery charging circuitcooling fan systemnetworkingpower supplytelecommunication system,,,,,10a,ceramic,6.1 x 2.69mm,,,,125v,125v,,surface mount,,2.0,,,,,,6.1mm,,,,,,"['A871', 'A849', 'A894', 'A899', 'A953']"
a872,indicator chip very fast movement 12a 65v smd solder pad 2410 ceramic tr cecsapseul electric indicator very fast blow 12a 65vac 65vdc 50a ir surface mount nano,very fast,,automotivebattery charging circuitcooling fan systemnetworkingpower supplytelecommunication system,very fast,2.69mm,2.69mm,6.1mm,12a,ceramic,6.1 x 2.69mm,e0,47.97j,high,65v,65v,,surface mount,surface mount,2.0,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50a,12a,65v,65v,65v,"['A874', 'A875', 'A873', 'A792', 'A791']"
a873,indicator chip very fast movement 12a 65v smd solder pad 2410 ceramic tr automotive cecsapseul electric indicator very fast blow 12a 65vac 65vdc 50a ir surface mount nano,very fast,rated breaking capacity at 65 vdc: 50 a,automotivebattery charging circuitcooling fan systemnetworkingpower supplytelecommunication system,very fast,2.69mm,2.69mm,6.1mm,12a,ceramic,nano,e4,47.97j,low,65v,65v,,surface mount,surface mount,2.0,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50a,12a,65v,65v,65v,"['A872', 'A874', 'A875', 'A792', 'A791']"
a874,indicator chip very fast movement 12a 65v smd solder pad 2410 ceramic tr cecsapseul electric indicator very fast blow 12a 65vac 65vdc 50a ir surface mount nano,very fast,,automotivebattery charging circuitcooling fan systemnetworkingpower supplytelecommunication system,very fast,2.69mm,2.69mm,6.1mm,12a,ceramic,6.1 x 2.69mm,e0,47.97j,high,65v,65v,,surface mount,surface mount,2.0,125cel,-55cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50a,12a,65v,65v,65v,"['A874', 'A875', 'A873', 'A792', 'A791']"
